File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD11A1_006_LST_Day_1km_doy2001185_aid0001,LST_Day_1km,aid0001,2001-07-04,5655349.0,260.12,342.26,"(260.12,342.26)",309.5948,10.2432,104.9231,318.24,342.26,307.86,277.8,302.06
MOD11A1_006_LST_Day_1km_doy2001186_aid0001,LST_Day_1km,aid0001,2001-07-05,5265268.0,266.56,342.16,"(266.56,342.16)",306.5297,9.0456,81.8229,313.24,333.58,305.24,279.34,299.68
MOD11A1_006_LST_Day_1km_doy2001187_aid0001,LST_Day_1km,aid0001,2001-07-06,6034232.0,263.12,340.36,"(263.12,340.36)",307.5683,9.6147,92.4432,315.72,338.36,305.32,277.96,300.6
MOD11A1_006_LST_Day_1km_doy2001188_aid0001,LST_Day_1km,aid0001,2001-07-07,3630111.0,264.58,333.86,"(264.58,333.86)",306.5353,7.9194,62.7176,312.96,331.28,305.64,282.42,300.74
MOD11A1_006_LST_Day_1km_doy2001189_aid0001,LST_Day_1km,aid0001,2001-07-08,5286021.0,271.62,337.5,"(271.62,337.5)",310.173,9.1265,83.2924,317.92,337.5,309.08,279.68,302.62
MOD11A1_006_LST_Day_1km_doy2001190_aid0001,LST_Day_1km,aid0001,2001-07-09,5778299.0,269.7,342.28,"(269.7,342.28000000000003)",308.9441,8.0378,64.6068,314.92,332.58,307.86,285.48,303.14
MOD11A1_006_LST_Day_1km_doy2001191_aid0001,LST_Day_1km,aid0001,2001-07-10,5058049.0,272.08,340.94,"(272.08,340.94)",309.2622,9.6435,92.9979,316.98,339.48,306.94,279.48,301.98
MOD11A1_006_LST_Day_1km_doy2001192_aid0001,LST_Day_1km,aid0001,2001-07-11,5520060.0,267.46,338.72,"(267.46,338.72)",308.1106,9.4546,89.3899,315.78,337.32,306.4,279.86,301.4
MOD11A1_006_LST_Day_1km_doy2001193_aid0001,LST_Day_1km,aid0001,2001-07-12,5437499.0,205.64,338.4,"(205.64000000000001,338.40000000000003)",309.7372,10.3187,106.4747,318.2,338.4,308.72,276.6,301.56
MOD11A1_006_LST_Day_1km_doy2001194_aid0001,LST_Day_1km,aid0001,2001-07-13,5238888.0,272.74,341.18,"(272.74,341.18)",307.5509,9.5108,90.4551,314.72,335.96,304.9,279.32,300.56
MOD11A1_006_LST_Day_1km_doy2001195_aid0001,LST_Day_1km,aid0001,2001-07-14,5568529.0,270.3,340.72,"(270.3,340.72)",307.1714,9.1792,84.2577,314.1,334.46,304.68,280.16,300.52
